P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
55 Cnc c,3.0,54.47572,-1.748054,1.748054,,,,2004,2014-10-29,44.4175,-0.0073,0.0073,0.241376,-2.6e-05,2.6e-05,0.02,-0.031,0.031,90.0,,,51.0,-84.0,84.0,,,,19.2,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,,,4.45,"HD 75732, HIP 43587",,,,,0.0092560542,0.24142428,0.23654848,0.24620352,0.24138808,9.9064859,9.5199005,10.312895,451.95192,447.51028,456.5518,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Hot,0,0.19669217,Cancer,Cnc,Crab,8.5133162,54.47572,0.241376
55 Cnc d,3.0,1232.537,-21.612304,21.612304,,,,2002,2014-10-29,4825.0,-39.0,39.0,5.503,-0.03,0.03,0.019,-0.013,0.013,90.0,,,44.0,-31.0,31.0,,,,437.0,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,,,4.45,"HD 75732, HIP 43587",,,,,0.59745691,5.5039933,5.398443,5.607557,5.5032484,0.019059008,0.018351583,0.019800852,94.654352,93.769865,95.568744,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Cold,0,0.08875056,Cancer,Cnc,Crab,12.969667,1232.537,5.503
55 Cnc e,3.0,8.0791878,-0.31147144,0.31147144,1.9057,-0.07847,0.07847,2004,2019-01-31,0.736539,-7e-06,7e-06,0.01544,-9e-05,9e-05,,,,83.3,-0.8,0.9,,,,,,,1.23,0.41,-0.05,0.05,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,,,4.45,"HD 75732, HIP 43587",2.0590011,4.2394857,2.2246343,1.1673581,0.00031979715,0.01544,0.01544,0.01544,0.01544,2420.6184,2420.6184,2420.6184,1787.008,1787.008,1787.008,Superterran,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Hot,0,0.2598972,Cancer,Cnc,Crab,1.9057,8.0791878,0.01544
55 Cnc f,3.0,44.813748,-3.813936,3.813936,,,,2007,2014-10-29,262.0,-0.51,0.51,0.788,-0.001,0.001,0.305,-0.075,0.075,90.0,,,166.0,-15.0,15.0,,,,62.6,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,,,4.45,"HD 75732, HIP 43587",,,,,0.020079498,0.82465185,0.54766,1.02834,0.79745557,0.97582251,0.54569185,1.9239726,248.65483,218.96857,300.05069,Neptunian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,1,1,Warm,0,0.45748768,Cancer,Cnc,Crab,7.5885086,44.813748,0.788
6 Lyn b,3.0,638.83429,-24.472756,24.472756,,,,2008,2018-12-06,934.3,-8.6,8.6,2.11,-0.11,0.11,0.073,-0.036,0.036,,,,130.0,-38.0,38.0,2455384.0,-94.0,94.0,38.5,,,,,,,,Radial Velocity,,,,,6 Lyn,97.696281,58.162632,5.86,54.74,-0.27,0.27,,,,1.44,,,5.2,,,K0 III-IV,,,,4938.0,,,,,3.19,"HD 45410, HIP 31039",,,,,0.14921849,2.1156221,1.95597,2.26403,2.1114081,3.244106,2.8101877,3.7650894,341.57316,329.85931,354.88589,Jovian,5.2,K,6.5130857,06 30 47.1087,+58 09 45.4752,14.404549,2.9814334,7.2263884,3.7764296,6.8512627,3.9968073,6.8512627,3.6457377,6.8512627,10.247398,0.54108483,0.5209611,0,0,Hot,0,0.28576359,Lynx,Lyn,Lynx,13.350175,638.83429,2.11
61 Vir b,3.0,5.085248,-0.63565601,0.63565601,,,,2009,2014-05-14,4.215,-0.0006,0.0006,0.050201,-5e-06,5e-06,0.12,-0.11,0.11,,,,105.0,-54.0,54.0,,,,5.9,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,,,4.34,"HD 115617, HIP 64924",,,,,0.00077572596,0.050562447,0.04417688,0.05622512,0.050291794,319.27036,252.68119,409.30176,1074.0012,1015.7531,1145.924,Superterran,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.25355145,Virgo,Vir,Virgin,2.1061683,5.085248,0.050201
61 Vir c,3.0,18.116196,-0.95348401,0.95348401,,,,2009,2014-05-14,38.021,-0.034,0.034,0.2175,-0.0001,0.0001,0.14,-0.06,0.06,,,,341.0,-38.0,38.0,,,,25.6,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,,,4.34,"HD 115617, HIP 64924",,,,,0.0050163669,0.2196315,0.18705,0.24795,0.21803635,17.0535,12.992881,22.830649,515.80897,483.69464,556.89648,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.22814035,Virgo,Vir,Virgin,4.4511957,18.116196,0.2175
61 Vir d,3.0,22.883616,-2.542624,2.542624,,,,2009,2014-05-14,123.01,-0.55,0.55,0.476,-0.001,0.001,0.35,-0.09,0.09,,,,314.0,-20.0,20.0,,,,56.0,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,,,4.34,"HD 115617, HIP 64924",,,,,0.0089695593,0.505155,0.3094,0.6426,0.4835999,3.7635373,1.9344266,8.3443608,346.34605,300.45745,433.00527,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.37195088,Virgo,Vir,Virgin,5.1078157,22.883616,0.476
7 CMa b,3.0,781.85689,-44.49592,44.49592,,,,2011,2015-10-22,796.0,-7.4,7.4,1.93,-0.01,0.01,0.22,-0.07,0.07,,,,77.0,-14.0,14.0,2454093.0,-34.0,34.0,97.4,,,,,,,,Radial Velocity,,,,,7 CMa,99.17099,-19.255878,3.92,19.82,-0.16,0.16,0.21,-0.1,0.1,1.52,-0.3,0.3,2.3,-0.1,0.1,K1 III,,,,4792.0,-100.0,100.0,,,3.25,"HD 47205, HIP 31592",,,,,0.12065121,1.976706,1.5054,2.3546,1.9418663,0.68781196,0.45079312,1.1028279,229.87309,208.75613,261.07894,Jovian,2.3,K,6.6113997,06 36 41.0388,-19 15 21.1608,2.4992607,1.2499776,3.048219,1.5832865,2.8899824,1.6759652,2.8899824,1.5285003,2.8899824,4.2684436,0.42870561,0.53043519,1,1,Warm,0,0.37834721,Canis Major,CMa,Big Dog,13.232029,781.85689,1.93
70 Vir b,3.0,2357.0125,-18.116196,18.116196,,,,1996,2018-12-06,116.688,-0.0054,0.0054,0.481,-0.022,0.022,0.3988,-0.0019,0.0019,,,,359.83,-0.29,0.29,2455291.7,-0.086,0.086,26.9,,,,,,,,Radial Velocity,,,,,70 Vir,202.10754,13.778788,4.97,17.91,-0.06,0.06,,,,1.09,,,1.89,,,G4 V,,,,5495.0,,,,,3.95,"HD 117176, HIP 65721",,,,,0.037404833,0.51924947,0.2891772,0.6728228,0.49110247,13.753258,6.4458715,34.894337,475.14878,405.94325,619.20385,Jovian,1.89,G,13.473837,13 28 25.8131,+13 46 43.6368,2.9179849,1.3034579,3.0962409,1.6510035,2.9355172,1.7463081,2.9355172,1.5937885,2.9355172,4.6121699,1.2839292,0.47478096,0,0,Hot,0,0.14126541,Virgo,Vir,Virgin,12.604921,2357.0125,0.481
75 Cet b,3.0,953.48401,,,,,,2012,2015-09-03,691.9,-3.6,3.6,2.1,,,0.117,-0.048,0.048,,,,165.0,-28.0,28.0,2452213.0,-54.0,54.0,25.3,,,,,,,,Radial Velocity,,,,,75 Cet,38.039253,-1.034896,5.35,83.15,-0.72,0.72,0.0,-0.04,0.04,2.49,-0.27,0.02,10.5,-1.0,1.0,G3 III,,,,4846.0,-18.0,18.0,,,2.63,"HD 15779, HIP 11791",,,,,0.13469037,2.1143734,1.8543,2.3457,2.1036099,12.438138,9.9004731,15.843126,477.2133,451.91723,508.28247,Jovian,10.5,G,2.5359503,02 32 09.4212,-01 02 05.6256,54.475457,5.8221083,14.16542,7.3745787,13.43008,7.8057607,13.43008,7.1193885,13.43008,19.928023,0.55449989,0.62529398,0,0,Hot,0,0.14524422,Cetus,Cet,Whale,13.116992,953.48401,2.1
8 UMi b,3.0,416.35468,-50.85248,50.85248,,,,2015,2018-09-06,93.4,-4.5,4.5,0.49,-0.02,0.02,0.06,-0.09,0.09,,,,,,,,,,3.0,,,,,,,,Radial Velocity,,,,,8 UMi,224.20148,74.900925,6.83,163.32,-0.65,0.65,-0.03,,,1.44,-0.19,0.19,10.3,-0.57,0.57,K0,,,,4847.0,-7.0,7.0,,,2.57,"HD 133086, HIP 73136",,,,,0.030465581,0.490882,0.4606,0.5194,0.49022082,218.9002,194.4694,247.29043,979.29341,951.38813,1010.2916,Jovian,10.3,K,14.946766,14 56 48.3573,+74 54 03.3300,52.463248,5.7133167,13.900142,7.2367776,13.178573,7.6598936,13.178573,6.9863557,13.178573,19.55651,0.46277365,0.5209611,0,0,Hot,0,0.070820113,Ursa Minor,UMi,Little Bear,13.604033,416.35468,0.49
81 Cet b,3.0,1684.4884,,,,,,2008,2014-05-14,952.7,-8.8,8.8,2.5,,,0.206,-0.029,0.029,,,,175.0,-6.9,6.9,2452486.0,-26.0,26.0,24.6,,,,,,,,Radial Velocity,,,,,81 Cet,39.424168,-3.396175,5.65,101.53,-1.22,1.22,-0.06,-0.03,0.03,2.4,-0.4,0.1,11.0,-1.0,2.0,G5 III,,,,4785.0,-25.0,25.0,,,2.35,"HD 16400, HIP 12247",,,,,0.17645392,2.553045,1.985,3.015,2.5134499,9.2926133,6.2521178,14.423836,441.22513,402.85773,496.49525,Jovian,11.0,G,2.628278,02 37 41.8008,-03 23 46.2300,56.833158,5.9624778,14.544572,7.5523845,13.789546,7.9945342,13.789546,7.2910514,13.789546,20.354698,0.49324069,0.61766768,0,0,Hot,0,0.16929368,Cetus,Cet,Whale,12.792619,1684.4884,2.5
91 Aqr b,3.0,1017.0496,,,,,,2013,2014-05-14,181.4,-0.1,0.1,0.7,,,0.027,-0.026,0.026,,,,177.3,-0.8,0.8,2453472.1,-24.5,24.5,15.9,,,,,,,,Radial Velocity,,,,,91 Aqr,348.9729,-9.087737,4.25,44.08,-0.51,0.51,-0.03,-0.1,0.1,1.4,-0.1,0.1,11.0,-0.1,0.1,K0 III,3.56,-0.63,0.63,4665.0,-18.0,18.0,,,2.52,"HD 219449, HIP 114855",,,,,0.061244551,0.70025515,0.6811,0.7189,0.7000639,104.81969,99.344457,110.67737,815.07247,804.32362,826.34161,Jovian,11.0,K,23.264861,23 15 53.5004,-09 05 15.8532,51.342925,5.6950725,13.965288,7.2136859,13.240324,7.6370963,13.240324,6.9640769,13.240324,19.346574,0.33534899,0.49451088,0,0,Hot,0,0.078414548,Aquarius,Aqr,Water Carrier,13.079797,1017.0496,0.7
AB Pic b,3.0,4290.678,-158.914,158.914,,,,2005,2014-05-14,,,,260.0,,,,,,,,,,,,,,,5190.0,,,,,,,,Imaging,,,,,AB Pic,94.803802,-58.05431,9.128,50.12,-0.07,0.07,,,,,,,,,,K2 V,0.03,,,,,,,,,"HD 44627, HIP 30034",,,,,,260.0,260.0,260.0,260.00001,,,,,,,Jovian,,K,6.3202538,06 19 12.9137,-58 03 15.5160,,,,,,,,,,,,,0,0,,0,,Pictor,Pic,Painter's Easel,12.277019,4290.678,260.0
BD+03 2562 b,3.0,2034.0992,-413.1764,413.1764,,,,2017,2017-06-15,481.9,-2.8,2.7,1.3,-0.1,0.1,0.2,-0.08,0.12,,,,218.0,-26.0,32.0,2453726.0,-32.0,41.0,0.497,,,,,,,,Radial Velocity,,,,,BD+03 2562,177.5648,2.760142,9.58,2618.0,-564.0,564.0,-0.71,-0.09,0.09,1.14,-0.25,0.25,32.35,-8.82,8.82,,5.2,-2.75,4.75,4095.0,-20.0,20.0,,,1.89,",",,,,,0.12617529,1.326,1.04,1.56,1.3065871,159.23206,108.3437,243.77331,898.12947,821.9508,1006.68,Jovian,32.35,K,11.837654,11 50 15.5552,+02 45 36.5112,263.66522,13.141381,33.105528,16.645609,31.386782,17.634904,31.386782,16.069054,31.386782,43.841983,0.11761662,0.49188134,0,0,Hot,0,0.076881824,Virgo,Vir,Virgin,12.686905,2034.0992,1.3
BD+14 4559 b,3.0,330.54112,-149.37916,149.37916,,,,2009,2018-09-06,268.94,-0.99,0.99,0.78,-0.05,0.05,0.29,-0.03,0.03,,,,,,,,,,15.8,,,,,,,,Radial Velocity,,,,,BD+14 4559,318.39996,14.689387,9.63,49.42,-0.08,0.08,0.17,,,0.49,-0.33,0.33,0.86,-0.04,0.04,K2 V,,,,4864.0,-101.0,101.0,,,4.26,", HIP 104780",,,,,0.048582661,0.812799,0.5538,1.0062,0.78843547,0.63701048,0.36634578,1.2093553,223.9117,198.20642,267.16735,Jovian,0.86,K,21.226665,21 13 35.9951,+14 41 21.7932,0.37090255,0.48002494,1.167039,0.60802385,1.106457,0.64356072,1.106457,0.58698346,1.106457,1.6443478,0.33265737,0.36370546,1,1,Warm,0,0.3690268,Pegasus,Peg,Winged Horse,13.742892,330.54112,0.78
BD+15 2375 b,3.0,337.21551,-85.813561,85.813561,,,,2016,2016-02-04,153.22,-0.44,0.44,0.576,-0.027,0.027,0.001,-0.001,0.25,,,,55.0,-17.0,240.0,2457680.5,-630.0,700.0,0.744,,,,,,,,Radial Velocity,,,,,BD+15 2375,176.48217,14.616381,10.31,774.0,-165.0,165.0,-0.22,-0.08,0.08,1.08,-0.14,0.14,8.95,-1.45,1.45,G5,7.41,-2.52,3.81,4649.0,-30.0,30.0,,,2.61,",",,,,,0.039048208,0.57600029,0.575424,0.576576,0.57600015,101.0481,100.84626,101.25045,807.74977,807.34629,808.15404,Jovian,8.95,G,11.765479,11 45 55.7240,+14 36 58.9716,33.525318,4.6048705,11.299979,5.8327782,10.713375,6.1752542,10.713375,5.6309508,10.713375,15.633284,0.29922028,0.5124708,0,0,Hot,0,0.075857,Leo,Leo,Lion,13.730809,337.21551,0.576
BD+15 2940 b,3.0,352.78908,,,,,,2013,2014-05-14,137.48,-0.34,0.34,0.539,,,0.26,-0.1,0.1,,,,302.0,-33.0,33.0,2453464.0,-16.0,16.0,1.25,,,,,,,,Radial Velocity,,,,,BD+15 2940,240.09557,15.54693,9.046,431.61,-6.55,6.55,0.28,-0.07,0.07,1.1,-0.2,0.2,14.7,-2.8,2.8,K0,7.1,-4.2,4.2,4796.0,-117.0,117.0,,,2.8,", HIP 78407",,,,,0.027309464,0.5572182,0.39886,0.67914,0.54365898,365.14163,222.08611,643.87127,1099.2378,983.50202,1283.3487,Jovian,14.7,K,16.006372,16 00 22.9388,+15 32 48.9480,102.43303,8.0009629,19.507962,10.134434,18.495281,10.72761,18.495281,9.7837533,18.495281,27.326485,0.38754905,0.5119554,0,0,Hot,0,0.068451851,Serpens,Ser,Serpent,13.703559,352.78908,0.539
BD+20 2457 b,3.0,17668.059,-24965.39,24965.39,,,,2009,2018-09-06,379.63,-2.0,2.0,1.05,-0.07,0.07,0.15,-0.03,0.03,,,,,,,,,,0.628,,,,,,,,Radial Velocity,,,,,BD+20 2457,154.18691,19.891409,9.75,1670.85,-222.63,222.63,-0.79,,,10.83,-22.96,22.96,71.02,-73.63,73.63,K2 II,,,,4259.0,-64.0,64.0,,,1.77,",",,,,,0.10509456,1.0618125,0.8925,1.2075,1.0529753,1364.0917,1019.7795,1866.6552,1541.7216,1439.6982,1674.5994,Jovian,71.02,K,10.279128,10 16 44.8603,+19 53 29.0724,1486.8958,31.072681,77.651759,39.358419,73.620449,41.689213,73.620449,37.995806,73.620449,104.11278,0.33017176,1.0206902,0,0,Hot,0,0.077113291,Leo,Leo,Lion,11.535801,17668.059,1.05
BD+20 2457 c,3.0,3963.3152,,,,,,2009,2014-05-14,621.99,-10.2,10.2,2.01,,,0.18,-0.06,0.06,,,,126.02,-16.54,16.54,2453867.0,-27.99,27.99,1.2,,,,,,,,Radial Velocity,,,,,BD+20 2457,154.18691,19.891409,9.75,1670.85,-222.63,222.63,-0.79,,,10.83,-22.96,22.96,71.02,-73.63,73.63,K2 II,,,,4259.0,-64.0,64.0,,,1.77,",",,,,,0.11792481,2.042562,1.6482,2.3718,2.0182285,374.14548,264.31658,547.34446,1113.6017,1027.2497,1232.282,Jovian,71.02,K,10.279128,10 16 44.8603,+19 53 29.0724,1486.8958,31.072681,77.651759,39.358419,73.620449,41.689213,73.620449,37.995806,73.620449,104.11278,0.33017176,1.0206902,0,0,Hot,0,0.074902725,Leo,Leo,Lion,12.319965,3963.3152,2.01
BD+20 274 b,3.0,1334.8776,,,,,,2012,2015-09-18,578.2,-5.4,5.4,1.3,,,0.21,-0.06,0.06,,,,108.5,-38.1,38.1,2453921.0,-33.2,33.2,0.939,,,,,,,,Radial Velocity,,,,,BD+20 274,25.920324,21.005314,9.36,1383.85,-86.64,86.64,-0.46,-0.07,0.07,0.8,-0.2,0.2,17.3,-0.9,0.9,K5 III,,,,4296.0,-10.0,10.0,,,1.99,",",,,,,0.12184456,1.328665,1.027,1.573,1.3072723,55.277069,36.913098,86.595845,688.84477,627.97164,777.17563,Jovian,17.3,K,1.7280217,01 43 40.8781,+21 00 19.1304,91.335149,7.6929351,19.190589,9.7443076,18.194312,10.320893,18.194312,9.4069827,18.194312,25.803745,0.14762734,0.42826685,0,0,Hot,0,0.087983596,Pisces,Psc,Fishes,12.924229,1334.8776,1.3
BD+20 594 b,3.0,22.24796,-9.5348401,9.5348401,2.5783,-0.1121,0.1121,2016,2018-04-26,41.6855,-0.003,0.003,,,,0.0,,,89.55,-0.16,0.16,,,,,,,,,,,,,,,Transit,,,,,BD+20 594,53.650967,20.599232,11.038,180.39,-1.25,1.25,-0.15,,,1.67,-0.4,0.4,1.08,-0.06,0.06,G,,,,5766.0,-99.0,99.0,,,4.5,",",2.9375034,8.6289261,3.3467502,1.2980453,0.0066178184,0.27908623,0.27908623,0.27908623,0.27908624,14.830572,14.830572,14.830572,499.95899,499.95899,499.95899,Neptunian,1.08,G,3.5767313,03 34 36.2328,+20 35 57.2352,1.1551402,0.80716291,1.9022596,1.0223722,1.803515,1.0811121,1.803515,0.98690542,1.803515,2.9018912,2.357775,0.54733928,0,0,Hot,0,0.30796205,Taurus,Tau,Bull,2.5783,22.24796,0.27908623
BD+48 738 b,3.0,289.22348,,,,,,2011,2015-08-13,392.6,-5.5,5.5,1.0,,,0.2,-0.1,0.1,,,,358.9,-31.1,31.1,2454457.7,-28.5,28.5,1.12,,,,,,,,Radial Velocity,,,,,BD+48 738,40.710224,49.58696,9.14,892.17,-44.78,44.78,-0.2,-0.07,0.07,0.74,-0.39,0.39,11.0,-1.0,1.0,K0 III,,,,4414.0,-15.0,15.0,,,2.24,",",,,,,0.058507176,1.02,0.8,1.2,1.005067,42.001782,28.578593,64.301834,643.64774,589.05401,721.44088,Jovian,11.0,K,2.7140151,02 42 50.4543,+49 35 13.0560,41.153174,5.1449909,12.762527,6.5169353,12.099976,6.9015525,12.099976,6.2913854,12.099976,17.3207,0.17616621,0.41728076,0,0,Hot,0,0.089639787,Perseus,Per,Perseus,13.823874,289.22348,1.0
BD+48 740 b,3.0,540.3076,-222.4796,222.4796,,,,2018,2018-02-01,733.0,-8.0,5.0,1.7,-0.1,0.1,0.76,-0.09,0.05,,,,100.0,-15.0,12.0,2454774.5,-15.0,21.0,2.5,,,,,,,,Radial Velocity,,,,,BD+48 740,40.742569,48.930061,8.699,678.94,-22.15,22.15,-0.13,-0.06,0.06,1.09,-0.16,0.16,10.33,-1.81,1.81,K3 III,,,,4534.0,-8.0,8.0,,,2.48,", HIP 12684",,,,,0.03229859,2.19096,0.408,2.992,1.855702,21.51075,4.5132789,242.71411,471.51405,371.33677,1005.5847,Jovian,10.33,K,2.7161714,02 42 58.2171,+48 55 48.2196,40.403162,5.0769916,12.523632,6.4307991,11.873496,6.809335,11.873496,6.2082637,11.873496,17.16214,0.24633249,0.47478096,0,0,Hot,0,0.11328601,Perseus,Per,Perseus,13.448934,540.3076,1.7
BD+49 828 b,3.0,508.5248,-63.565601,127.1312,,,,2015,2015-02-05,2590.0,-180.0,300.0,4.2,-0.2,0.32,0.35,-0.1,0.24,,,,170.0,-30.0,32.0,2455470.5,-170.0,200.0,9.38,,,,,,,,Radial Velocity,,,,,BD+49 828,45.640529,49.730011,9.38,447.59,-7.79,7.79,-0.19,-0.06,0.06,1.52,-0.22,0.22,7.6,-1.3,1.3,K0,2.34,-0.8,1.2,4943.0,-30.0,30.0,,,2.85,",",,,,,0.18957048,4.45725,2.73,5.67,4.267058,1.869632,0.96097514,4.1452715,290.77041,252.24522,363.52406,Jovian,7.6,K,3.0427021,03 02 33.7275,+49 43 48.0396,30.894294,4.3652967,10.578441,5.5292983,10.029309,5.8519331,10.029309,5.3379432,10.029309,15.007312,0.55567772,0.47392397,0,0,Hot,0,0.35395377,Perseus,Per,Perseus,13.484857,508.5248,4.2
BD-06 1339 b,3.0,8.5813561,-1.271312,1.271312,,,,2013,2014-05-14,3.8728,-0.0004,0.0004,0.0428,-0.0007,0.0007,0.0,,,,,,0.0,,,2455220.5,-0.1,0.1,2.11,,,,,,,,Radial Velocity,,,,,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.02,0.02,-0.14,-0.17,0.17,0.7,,,,,,K7/M0 V,4.4,-4.0,4.0,4324.0,-100.0,100.0,,,4.74,", HIP 27803",,,,,0.00098714645,0.0428,0.0428,0.0428,0.042800001,59.571932,59.571932,59.571932,707.79148,707.79148,707.79148,Superterran,0.59026756,K,5.8834125,05 53 00.2850,-05 59 41.4384,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,0,0,Hot,0,0.23577592,Orion,Ori,Hunter,2.8664188,8.5813561,0.0428
BD-06 1339 c,3.0,54.03076,-9.5348401,9.5348401,,,,2013,2014-05-14,125.94,-0.44,0.44,0.435,-0.007,0.007,0.31,-0.11,0.11,,,,41.0,-55.0,55.0,2455265.2,-17.6,17.6,21.4,,,,,,,,Radial Velocity,,,,,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.02,0.02,-0.14,-0.17,0.17,0.7,,,,,,K7/M0 V,4.4,-4.0,4.0,4324.0,-100.0,100.0,,,4.74,", HIP 27803",,,,,0.01278315,0.45590175,0.30015,0.56985,0.44039809,0.6065834,0.33605327,1.2113023,220.65029,193.97553,267.27482,Jovian,0.59026756,K,5.8834125,05 53 00.2850,-05 59 41.4384,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,1,1,Warm,0,0.41593589,Orion,Ori,Hunter,8.47229,54.03076,0.435
